NO,CATEGORY - ENGLISH,CATEGORY - ARABIC,PRODUCT NAME - ENGLISH,PRODUCT NAME - ARABIC,DESCRIPTION - ENGLISH,DESCRIPTION - ARABIC,PRICE,PREPARATION TIME,ADD-ONS ENGLISH,ADD-ONS ARABIC
656,FLOWER WITH WATCH,زهور مع ساعة,30 ROSES WITH PRECIOUS GIFT WATCH NO-3009,30 ورد مع ساعة هدايا ثمينة رقم 3009,30 roses bundled with a luxury gift watch.,30 وردة مع ساعة هدايا فاخرة.,420,60,Greeting Card,بطاقة تهنئة
657,FLOWER WITH GIFTS,زهور مع هدايا,10 Lilly Bunch with Rahash No-311,باقة 10 زنابق مع رهاش رقم 311,A elegant bunch of 10 lilies paired with a free Rahash treat.,باقة أنيقة من 10 زنابق يرافقه رهاش مجاني.,240,60,Greeting Card,بطاقة تهنئة
658,FLOWER WITH GIFTS,زهور مع هدايا,10 Pink Lilly Bunch with Rahash Free No-312,باقة 10 زنابق وردية مع رهاش مجاني رقم 312,10 pink lilies bundled with complimentary Rahash.,10 زنابق وردية مع رهاش مجاني.,240,60,Greeting Card,بطاقة تهنئة
659,FLOWER WITH GIFTS,زهور مع هدايا,10 Pink White Lilly with Free Rahash No-313,10 زنابق وردية وبيضاء مع رهاش مجاني رقم 313,A mix of 10 pink and white lilies with free Rahash.,مزيج من 10 زنابق وردية وبيضاء مع رهاش مجاني.,240,60,Greeting Card,بطاقة تهنئة
660,FLOWER WITH GIFTS,زهور مع هدايا,10 ROSES WITH PRECIOUS GIFT WATCH NO-3010,10 وردات مع ساعة هدايا ثمينة رقم 3010,10 premium roses accompanied by a precious gift watch.,10 وردات فاخرة يرافقها ساعة هدايا ثمينة.,220,60,Greeting Card,بطاقة تهنئة
661,FLOWER WITH GIFTS,زهور مع هدايا,10 ROSES WITH PRECIOUS GIFT WATCH NO-3011,10 وردات مع ساعة هدايا ثمينة رقم 3011,A bouquet of 10 roses paired with a precious gift watch.,باقة من 10 وردات مع ساعة هدايا ثمينة.,220,60,Greeting Card,بطاقة تهنئة
662,FLOWER WITH GIFTS,زهور مع هدايا,20 Blue Rose with free Rahash No-300,20 وردة زرقاء مع رهاش مجاني رقم 300,20 vibrant blue roses with a free Rahash gift.,20 وردة زرقاء زاهية مع هدية رهاش مجانية.,240,60,Greeting Card,بطاقة تهنئة
663,FLOWER WITH GIFTS,زهور مع هدايا,20 Fuchia with Free Rahash no-301,20 وردة فوشيا مع رهاش مجاني رقم 301,20 fuchsia roses paired with a complimentary Rahash.,20 وردة فوشيا يرافقها رهاش مجاني.,240,60,Greeting Card,بطاقة تهنئة
664,FLOWER WITH GIFTS,زهور مع هدايا,20 Mix Rose with free Rahash No-306,20 وردة مشكلة مع رهاش مجاني رقم 306,A mix of 20 roses with a free Rahash treat.,مزيج من 20 وردة مع رهاش مجاني.,240,60,Greeting Card,بطاقة تهنئة
665,FLOWER WITH GIFTS,زهور مع هدايا,20 Mix Rose with Free Rahash No-309,20 وردة مشكلة مع رهاش مجاني رقم 309,20 mixed colored roses with a complimentary Rahash.,20 وردة بألوان مشكلة مع رهاش مجاني.,240,60,Greeting Card,بطاقة تهنئة
666,FLOWER WITH GIFTS,زهور مع هدايا,20 Orange Rose with free Rahash No-303,20 وردة برتقالية مع رهاش مجاني رقم 303,20 stunning orange roses with a free Rahash.,20 وردة برتقالية مذهلة مع رهاش مجاني.,240,60,Greeting Card,بطاقة تهنئة
667,FLOWER WITH GIFTS,زهور مع هدايا,20 Pink and White Rose with Free Rahash No-308,20 وردة وردية وبيضاء مع رهاش مجاني رقم 308,20 pink and white roses paired with a free Rahash.,20 وردة وردية وبيضاء يرافقها رهاش مجاني.,240,60,Greeting Card,بطاقة تهنئة
668,FLOWER WITH GIFTS,زهور مع هدايا,20 Purple Rose with free Rahash No-305,20 وردة بنفسجية مع رهاش مجاني رقم 305,20 elegant purple roses with a complimentary Rahash.,20 وردة بنفسجية أنيقة مع رهاش مجاني.,240,60,Greeting Card,بطاقة تهنئة
669,FLOWER WITH GIFTS,زهور مع هدايا,20 Red Rose with free Rahash no-302,20 وردة حمراء مع رهاش مجاني رقم 302,20 classic red roses with a free Rahash gift.,20 وردة حمراء كلاسيكية مع هدية رهاش مجانية.,240,60,Greeting Card,بطاقة تهنئة
670,FLOWER WITH GIFTS,زهور مع هدايا,20 ROSES WITH PRECIOUS GIFT WATCH (1),20 وردة مع ساعة هدايا ثمينة (1),20 roses paired with a luxury gift watch.,20 وردة يرافقها ساعة هدايا فاخرة.,320,60,Greeting Card,بطاقة تهنئة
671,FLOWER WITH GIFTS,زهور مع هدايا,20 ROSES WITH PRECIOUS GIFT WATCH (2),20 وردة مع ساعة هدايا ثمينة (2),Another elegant option of 20 roses with a gift watch.,خيار آخر أنيق من 20 وردة مع ساعة هدايا.,320,60,Greeting Card,بطاقة تهنئة
672,FLOWER WITH GIFTS,زهور مع هدايا,20 ROSES WITH PRECIOUS GIFT WATCH (3),20 وردة مع ساعة هدايا ثمينة (3),20 beautiful roses bundled with a gift watch.,20 وردة جميلة يرافقها ساعة هدايا.,320,60,Greeting Card,بطاقة تهنئة
673,FLOWER WITH GIFTS,زهور مع هدايا,20 ROSES WITH PRECIOUS GIFT WATCH (4),20 وردة مع ساعة هدايا ثمينة (4),A bouquet of 20 roses with a luxury gift watch.,باقة من 20 وردة مع ساعة هدايا فاخرة.,320,60,Greeting Card,بطاقة تهنئة
674,FLOWER WITH GIFTS,زهور مع هدايا,20 ROSES WITH PRECIOUS GIFT WATCH (5),20 وردة مع ساعة هدايا ثمينة (5),20 roses with a precious gift watch.,20 وردة مع ساعة هدايا ثمينة.,320,60,Greeting Card,بطاقة تهنئة
675,FLOWER WITH GIFTS,زهور مع هدايا,20 White Rose with free Rahash No-304,20 وردة بيضاء مع رهاش مجاني رقم 304,A beautiful bunch of 20 white roses paired with a free Rahash treat.,باقة جميلة من 20 وردة بيضاء يرافقها رهاش مجاني.,240,60,Greeting Card,بطاقة تهنئة
676,FLOWER WITH GIFTS,زهور مع هدايا,20 WHITE ROSES WITH PRECIOUS GIFT WATCH FOR MEN NO-3001,20 وردة بيضاء مع ساعة هدايا ثمينة للرجال رقم 3001,20 white roses bundled with a special gift watch for men.,20 وردة بيضاء يرافقها ساعة هدايا خاصة للرجال.,320,60,Greeting Card,بطاقة تهنئة
677,FLOWER WITH GIFTS,زهور مع هدايا,20 Yellow and white rose with Free Rahash No-307,20 وردة صفراء وبيضاء مع رهاش مجاني رقم 307,A mix of 20 yellow and white roses with complimentary Rahash.,مزيج من 20 وردة صفراء وبيضاء مع رهاش مجاني.,240,60,Greeting Card,بطاقة تهنئة
678,FLOWER WITH GIFTS,زهور مع هدايا,20 Yellow Rose with Free Rahash No-310,20 وردة صفراء مع رهاش مجاني رقم 310,20 stunning yellow roses accompanied by a free Rahash.,20 وردة صفراء مذهلة يرافقها رهاش مجاني.,240,60,Greeting Card,بطاقة تهنئة
679,FLOWER WITH GIFTS,زهور مع هدايا,30 MIX ROSES WITH PRECIOUS GIFT WATCH NO-3007,30 وردة مشكلة مع ساعة هدايا ثمينة رقم 3007,A large bouquet of 30 mixed roses with a precious gift watch.,باقة كبيرة من 30 وردة مشكلة مع ساعة هدايا ثمينة.,420,60,Greeting Card,بطاقة تهنئة
680,FLOWER WITH GIFTS,زهور مع هدايا,30 ROSES WITH PRECIOUS GIFT WATCH NO-3003,30 وردة مع ساعة هدايا ثمينة رقم 3003,A bouquet of 30 elegant roses paired with a gift watch.,باقة من 30 وردة أنيقة يرافقها ساعة هدايا.,420,60,Greeting Card,بطاقة تهنئة
681,FLOWER WITH GIFTS,زهور مع هدايا,30 ROSES WITH PRECIOUS GIFT WATCH NO-3005,30 وردة مع ساعة هدايا ثمينة رقم 3005,A grand bouquet of 30 roses with a luxury gift watch.,باقة كبيرة من 30 وردة مع ساعة هدايا فاخرة.,420,60,Greeting Card,بطاقة تهنئة
682,FLOWER WITH GIFTS,زهور مع هدايا,30 ROSES WITH PRECIOUS GIFT WATCH NO-3006,30 وردة مع ساعة هدايا ثمينة رقم 3006,30 roses accompanied by a premium gift watch.,30 وردة يرافقها ساعة هدايا مميزة.,420,60,Greeting Card,بطاقة تهنئة
683,FLOWER WITH GIFTS,زهور مع هدايا,30 ROSES WITH PRECIOUS GIFT WATCH NO-3009,30 وردة مع ساعة هدايا ثمينة رقم 3009,30 roses bundled with a precious gift watch.,30 وردة يرافقها ساعة هدايا ثمينة.,420,60,Greeting Card,بطاقة تهنئة
684,FLOWER WITH GIFTS,زهور مع هدايا,A BLUEBERRY THEME CAKE AND PURPLE ROSE BUNCH,كيك بطابع التوت الأزرق وباقة ورد بنفسجية,A blueberry-themed cake with a purple rose bunch.,كيك بطابع التوت الأزرق مع باقة ورد بنفسجية.,370,60,Greeting Card,بطاقة تهنئة
685,FLOWER WITH GIFTS,زهور مع هدايا,A pinkish theme CAKE WITH PINK AND PEACH ROSE MIX,كيك بطابع وردي مع مزيج ورد وردي وخوخي,A pink-themed cake paired with pink and peach roses.,كيك بطابع وردي مع مزيج من الورود الوردية والخوخية.,370,60,Greeting Card,بطاقة تهنئة
686,FLOWER WITH GIFTS,زهور مع هدايا,BABY BIKE WITH FLOWER BOUQUET NO-258,دراجة أطفال مع باقة زهور رقم 258,A cute baby bike gift set with a floral bouquet.,مجموعة هدايا دراجة أطفال لطيفة مع باقة زهور.,620,60,Greeting Card,بطاقة تهنئة
687,FLOWER WITH GIFTS,زهور مع هدايا,BABY BOY CYCLE WITH CHOCOLATE AND BLUE BOUQUET NO-258,دراجة طفل مع شوكولاتة وباقة زرقاء رقم 258,Baby boy cycle with chocolates and a blue bouquet.,دراجة طفل مع شوكولاتة وباقة زهور زرقاء.,520,60,Greeting Card,بطاقة تهنئة
688,FLOWER WITH GIFTS,زهور مع هدايا,BABY BOY CYCLE WITH ROSE BOUQUET NO-256,دراجة طفل مع باقة ورد رقم 256,Baby boy cycle paired with a rose bouquet.,دراجة طفل يرافقها باقة ورد.,620,60,Greeting Card,بطاقة تهنئة
689,FLOWER WITH GIFTS,زهور مع هدايا,BABY CYCLE WITH CHOLATE AND BOUQUET NO-257,دراجة طفل مع شوكولاتة وباقة رقم 257,Baby cycle gift set with chocolates and a bouquet.,مجموعة هدايا دراجة طفل مع شوكولاتة وباقة.,520,60,Greeting Card,بطاقة تهنئة
690,FLOWER WITH GIFTS,زهور مع هدايا,BABY GARDEN SWEET RIDE NO-259,رحلة الحديقة الجميلة للطفل رقم 259,Baby bike set with a floral arrangement.,مجموعة دراجة أطفال مع تنسيق زهور.,520,60,Greeting Card,بطاقة تهنئة
691,FLOWER WITH GIFTS,زهور مع هدايا,BABY GIRL BIKE WITH PINK ROSE BOUQUET NO-261,دراجة طفلة مع باقة ورد وردي رقم 261,Baby girl bike gift set with a pink rose bouquet.,مجموعة هدايا دراجة طفلة مع باقة ورد وردي.,620,60,Greeting Card,بطاقة تهنئة
692,FLOWER WITH GIFTS,زهور مع هدايا,baby green cycle & CHOCOLATE box with flower bouquet NO-251,دراجة طفل خضراء وصندوق شوكولاتة مع باقة زهور رقم 251,"Baby green cycle, chocolates, and a floral bouquet.",دراجة طفل خضراء، شوكولاتة، وباقة زهور.,620,60,Greeting Card,بطاقة تهنئة
693,FLOWER WITH GIFTS,زهور مع هدايا,BABY pink cycle & CHOCOLATE box with flower bouquet NO-256,دراجة أطفال وردية وصندوق شوكولاتة مع باقة زهور رقم 256,Baby pink cycle with chocolates and a floral bouquet.,دراجة أطفال وردية مع شوكولاتة وباقة زهور.,620,60,Greeting Card,بطاقة تهنئة
694,FLOWER WITH GIFTS,زهور مع هدايا,BABY YELLOW BYKE WITH FLOWER BOUQUET AND CHOCOLATE NO-202,دراجة أطفال صفراء مع باقة زهور وشوكولاتة رقم 202,Baby yellow cycle with chocolates and a floral bouquet.,دراجة أطفال صفراء مع شوكولاتة وباقة زهور.,520,60,Greeting Card,بطاقة تهنئة
695,FLOWER WITH GIFTS,زهور مع هدايا,BIRTHDAY CAKE WITH FLOWER BOUQUET,كيك عيد ميلاد مع باقة زهور,A festive birthday cake paired with a beautiful floral bouquet.,كيك عيد ميلاد احتفالي يرافقه باقة زهور جميلة.,370,60,Greeting Card,بطاقة تهنئة
696,FLOWER WITH GIFTS,زهور مع هدايا,BRANDED PERFUME WITH PINK ROSE BOUQUET NO-104,عطر ماركة مع باقة ورد وردي رقم 104,Luxury branded perfume with an elegant pink rose bouquet.,عطر فاخر ذو علامة تجارية مع باقة ورد وردي أنيقة.,390,60,Greeting Card,بطاقة تهنئة
697,FLOWER WITH GIFTS,زهور مع هدايا,BRANDED PERFUME WITH RED ROSE BOUQUET NO-103,عطر ماركة مع باقة ورد أحمر رقم 103,Branded perfume set with a classic red rose bouquet.,عطر فاخر مع باقة ورد أحمر كلاسيكية.,390,60,Greeting Card,بطاقة تهنئة
698,FLOWER WITH GIFTS,زهور مع هدايا,bycycle with orange flower bouquet NO-204,دراجة مع باقة زهور برتقالية رقم 204,Miniature cycle gift set with an orange floral bouquet.,مجموعة هدايا دراجة صغيرة مع باقة زهور برتقالية.,720,60,Greeting Card,بطاقة تهنئة
699,FLOWER WITH GIFTS,زهور مع هدايا,CAKE SPECIAL FRUIT THEME WITH FLOWER BOUQUET,كيك بطابع فواكه خاص مع باقة زهور,Fruit-themed special cake with a matching floral bouquet.,كيك خاص بطابع الفواكه مع باقة زهور متناسقة.,270,60,Greeting Card,بطاقة تهنئة
700,FLOWER WITH GIFTS,زهور مع هدايا,cake with red and white rose bunches,كيك مع باقات ورد أحمر وأبيض,Festive cake accompanied by red and white rose bunches.,كيك احتفالي يرافقه باقات من الورود الحمراء والبيضاء.,270,60,Greeting Card,بطاقة تهنئة
701,FLOWER WITH GIFTS,زهور مع هدايا,CAKE WITH ROSE BOUQUET,كيك مع باقة ورد,A delicious cake paired with a rose bouquet.,كيك لذيذ يرافقه باقة ورد.,320,60,Greeting Card,بطاقة تهنئة
702,FLOWER WITH GIFTS,زهور مع هدايا,CHOCO CAKE WITH RED ROSE BOUQUET,كيك شوكولاتة مع باقة ورد أحمر,Rich chocolate cake with a red rose bouquet.,كيك شوكولاتة غني مع باقة ورد أحمر.,340,60,Greeting Card,بطاقة تهنئة
703,FLOWER WITH GIFTS,زهور مع هدايا,CHOCOLATE CAKE WITH FLOWER BOUQUET,كيك شوكولاتة مع باقة زهور,A chocolate cake set with a mixed flower bouquet.,مجموعة كيك شوكولاتة مع باقة زهور مشكلة.,340,60,Greeting Card,بطاقة تهنئة
704,FLOWER WITH GIFTS,زهور مع هدايا,CHOCOLATE MELTED CAKE WITH FLOWER BOUQUET,كيك شوكولاتة ذائبة مع باقة زهور,Melted chocolate cake presented with a floral bouquet.,كيك شوكولاتة ذائبة مقدم مع باقة زهور.,340,60,Greeting Card,بطاقة تهنئة
705,FLOWER WITH GIFTS,زهور مع هدايا,CYCLE WITH ROSE BOUQUET NO-206,دراجة مع باقة ورد رقم 206,Decorative cycle gift set with a rose bouquet.,مجموعة هدايا دراجة ديكورية مع باقة ورد.,820,60,Greeting Card,بطاقة تهنئة
